day,vehicle,CA,CB,CC,CD,CE
23,569,CA6,CB2,CC4,CD6,CE8
23,570,CA8,CB2,CC6,CD2,CE9
23,571,CA6,CB2,CC7,CD6,CE9
23,572,CA2,CB2,CC7,CD5,CE9
23,573,CA2,CB2,CC4,CD3,CE4
23,574,CA3,CB3,CC5,CD5,CE8
23,575,CA4,CB2,CC7,CD2,CE2
24,1,CA2,CB2,CC4,CD5,CE7
24,2,CA2,CB3,CC6,CD3,CE8
24,3,CA1,CB1,CC6,CD2,CE5
24,4,CA2,CB3,CC7,CD6,CE6
24,5,CA4,CB2,CC3,CD3,CE8
24,6,CA7,CB1,CC6,CD5,CE9
24,7,CA6,CB2,CC2,CD5,CE6
24,8,CA4,CB2,CC2,CD3,CE6
24,9,CA6,CB3,CC2,CD3,CE5
24,10,CA2,CB1,CC2,CD2,CE6
24,11,CA3,CB2,CC7,CD3,CE9
24,12,CA5,CB2,CC6,CD3,CE6
24,13,CA5,CB2,CC6,CD5,CE7
24,14,CA7,CB2,CC4,CD6,CE6
24,15,CA2,CB1,CC4,CD3,CE9
24,16,CA8,CB2,CC7,CD2,CE3
24,17,CA7,CB2,CC2,CD5,CE3
24,18,CA4,CB2,CC3,CD6,CE9
24,19,CA8,CB2,CC2,CD3,CE3
24,20,CA6,CB2,CC2,CD3,CE9
24,21,CA5,CB2,CC2,CD3,CE7
24,22,CA6,CB2,CC4,CD6,CE6
24,23,CA5,CB2,CC7,CD6,CE4
24,24,CA6,CB2,CC3,CD3,CE9
24,25,CA4,CB2,CC7,CD3,CE8
24,26,CA4,CB3,CC2,CD3,CE3
24,27,CA2,CB3,CC6,CD6,CE8
24,28,CA5,CB2,CC6,CD2,CE8
24,29,CA3,CB3,CC4,CD3,CE9
24,30,CA4,CB3,CC2,CD3,CE6
24,31,CA1,CB3,CC4,CD2,CE6
24,32,CA6,CB1,CC7,CD3,CE6
24,33,CA8,CB2,CC3,CD6,CE8
24,34,CA2,CB2,CC7,CD3,CE6
24,35,CA8,CB3,CC6,CD3,CE8
24,36,CA1,CB2,CC6,CD2,CE7
24,37,CA4,CB2,CC3,CD1,CE6
24,38,CA8,CB2,CC6,CD2,CE6
24,39,CA3,CB3,CC6,CD3,CE9
24,40,CA2,CB3,CC7,CD3,CE8
24,41,CA6,CB2,CC7,CD5,CE3
24,42,CA8,CB2,CC2,CD5,CE7
24,43,CA6,CB2,CC4,CD2,CE2
24,44,CA1,CB2,CC7,CD3,CE7
24,45,CA7,CB3,CC7,CD2,CE8
24,46,CA1,CB2,CC6,CD3,CE8
24,47,CA5,CB2,CC5,CD3,CE8
24,48,CA8,CB3,CC6,CD2,CE9
24,49,CA4,CB2,CC6,CD6,CE6
24,50,CA2,CB3,CC3,CD2,CE6
24,51,CA8,CB2,CC6,CD2,CE6
24,52,CA1,CB1,CC2,CD2,CE7
24,53,CA4,CB2,CC4,CD3,CE2
24,54,CA4,CB2,CC4,CD2,CE4
24,55,CA1,CB3,CC3,CD5,CE2
24,56,CA5,CB2,CC6,CD3,CE9
24,57,CA6,CB2,CC4,CD2,CE3
24,58,CA4,CB2,CC2,CD3,CE6
24,59,CA1,CB3,CC2,CD3,CE9
24,60,CA1,CB2,CC5,CD3,CE8
24,61,CA4,CB2,CC5,CD3,CE6
24,62,CA4,CB3,CC2,CD6,CE6
24,63,CA8,CB2,CC6,CD2,CE9
24,64,CA4,CB2,CC7,CD3,CE9
24,65,CA6,CB1,CC2,CD6,CE4
24,66,CA6,CB2,CC2,CD1,CE8
24,67,CA1,CB3,CC6,CD3,CE3
24,68,CA4,CB2,CC6,CD3,CE9
24,69,CA6,CB3,CC4,CD3,CE8
24,70,CA3,CB2,CC6,CD2,CE6
24,71,CA7,CB3,CC7,CD2,CE6
24,72,CA8,CB2,CC6,CD5,CE7
24,73,CA2,CB2,CC3,CD5,CE2
24,74,CA6,CB2,CC7,CD2,CE9
24,75,CA1,CB3,CC6,CD2,CE9
24,76,CA6,CB1,CC2,CD3,CE9
24,77,CA5,CB3,CC7,CD3,CE2
24,78,CA4,CB2,CC2,CD2,CE6
24,79,CA8,CB2,CC2,CD6,CE3
24,80,CA8,CB3,CC2,CD5,CE9
24,81,CA3,CB3,CC2,CD5,CE9
24,82,CA5,CB2,CC4,CD3,CE6
24,83,CA1,CB2,CC7,CD3,CE7
24,84,CA5,CB3,CC6,CD1,CE7
24,85,CA8,CB3,CC6,CD6,CE8
24,86,CA2,CB2,CC6,CD3,CE4
24,87,CA1,CB2,CC4,CD2,CE7
24,88,CA4,CB2,CC4,CD5,CE8
24,89,CA2,CB1,CC3,CD2,CE7
24,90,CA3,CB2,CC6,CD5,CE9
24,91,CA8,CB2,CC3,CD1,CE9
24,92,CA8,CB2,CC2,CD3,CE8
24,93,CA3,CB2,CC3,CD3,CE9
24,94,CA8,CB2,CC3,CD3,CE8
24,95,CA8,CB2,CC4,CD3,CE6
24,96,CA8,CB2,CC2,CD3,CE6
24,97,CA5,CB2,CC4,CD3,CE6
24,98,CA5,CB2,CC3,CD3,CE9
24,99,CA8,CB2,CC3,CD3,CE1
24,100,CA8,CB3,CC2,CD3,CE9
24,101,CA8,CB2,CC7,CD3,CE6
24,102,CA4,CB2,CC3,CD3,CE8
24,103,CA4,CB1,CC6,CD5,CE8
24,104,CA7,CB3,CC6,CD3,CE6
24,105,CA6,CB2,CC3,CD2,CE7
24,106,CA1,CB2,CC4,CD1,CE6
24,107,CA8,CB1,CC4,CD3,CE6
24,108,CA5,CB3,CC2,CD5,CE7
24,109,CA4,CB3,CC4,CD3,CE8
24,110,CA7,CB3,CC4,CD3,CE8
24,111,CA1,CB1,CC2,CD2,CE2
24,112,CA4,CB2,CC2,CD5,CE9
24,113,CA5,CB2,CC6,CD3,CE6
24,114,CA3,CB3,CC7,CD6,CE8
24,115,CA7,CB2,CC6,CD2,CE6
24,116,CA8,CB3,CC6,CD3,CE3
24,117,CA6,CB3,CC7,CD6,CE6
24,118,CA6,CB2,CC7,CD3,CE3
24,119,CA8,CB2,CC6,CD2,CE6
24,120,CA5,CB2,CC6,CD5,CE8
24,121,CA1,CB2,CC6,CD3,CE7
24,122,CA8,CB2,CC2,CD3,CE9
24,123,CA8,CB3,CC5,CD5,CE8
24,124,CA2,CB2,CC5,CD5,CE9
24,125,CA2,CB2,CC7,CD5,CE8
24,126,CA5,CB2,CC2,CD3,CE4
24,127,CA3,CB2,CC6,CD6,CE9
24,128,CA8,CB2,CC1,CD2,CE7
24,129,CA4,CB3,CC6,CD6,CE9
24,130,CA2,CB2,CC2,CD5,CE7
24,131,CA1,CB2,CC7,CD6,CE7
24,132,CA1,CB2,CC2,CD5,CE9
24,133,CA4,CB2,CC6,CD6,CE6
24,134,CA8,CB2,CC6,CD2,CE8
24,135,CA4,CB1,CC2,CD1,CE9
24,136,CA1,CB3,CC7,CD5,CE7
24,137,CA8,CB2,CC4,CD1,CE3
24,138,CA6,CB2,CC5,CD2,CE8
24,139,CA4,CB1,CC6,CD3,CE6
24,140,CA6,CB2,CC2,CD3,CE8
24,141,CA8,CB2,CC7,CD6,CE7
24,142,CA2,CB3,CC3,CD5,CE8
24,143,CA5,CB3,CC4,CD5,CE3
24,144,CA7,CB2,CC7,CD5,CE9
24,145,CA8,CB2,CC2,CD5,CE9
24,146,CA2,CB2,CC2,CD6,CE6
24,147,CA4,CB2,CC2,CD6,CE9
24,148,CA1,CB2,CC7,CD6,CE3
24,149,CA6,CB2,CC5,CD3,CE8
24,150,CA5,CB2,CC6,CD1,CE6
24,151,CA6,CB2,CC2,CD5,CE2
24,152,CA5,CB2,CC4,CD2,CE9
24,153,CA2,CB3,CC3,CD5,CE2
24,154,CA4,CB2,CC3,CD3,CE8
24,155,CA2,CB2,CC2,CD5,CE8
24,156,CA2,CB2,CC4,CD6,CE6
24,157,CA3,CB2,CC4,CD2,CE9
24,158,CA8,CB3,CC6,CD2,CE6
24,159,CA4,CB2,CC7,CD5,CE8
24,160,CA1,CB2,CC2,CD6,CE9
24,161,CA8,CB3,CC3,CD5,CE9
24,162,CA1,CB2,CC2,CD6,CE4
24,163,CA8,CB2,CC4,CD3,CE7
24,164,CA5,CB3,CC2,CD3,CE6
24,165,CA6,CB2,CC2,CD3,CE6
24,166,CA6,CB2,CC2,CD3,CE9
24,167,CA4,CB3,CC7,CD5,CE2
24,168,CA4,CB2,CC6,CD3,CE8
24,169,CA1,CB3,CC4,CD5,CE7
24,170,CA8,CB2,CC7,CD5,CE8
24,171,CA8,CB2,CC7,CD3,CE9
24,172,CA4,CB2,CC2,CD2,CE9
24,173,CA5,CB2,CC2,CD6,CE2
24,174,CA3,CB2,CC4,CD3,CE9
24,175,CA2,CB2,CC3,CD2,CE9
24,176,CA1,CB2,CC5,CD5,CE9
24,177,CA8,CB2,CC7,CD3,CE5
24,178,CA1,CB2,CC5,CD2,CE9
24,179,CA5,CB2,CC3,CD2,CE9
24,180,CA6,CB3,CC2,CD2,CE5
24,181,CA8,CB3,CC6,CD1,CE8
24,182,CA6,CB2,CC4,CD6,CE9
24,183,CA4,CB3,CC3,CD3,CE7
24,184,CA1,CB3,CC5,CD3,CE8
24,185,CA1,CB2,CC3,CD3,CE8
24,186,CA7,CB3,CC6,CD3,CE9
24,187,CA8,CB1,CC4,CD1,CE9
24,188,CA7,CB2,CC4,CD2,CE9
24,189,CA4,CB2,CC4,CD3,CE4
24,190,CA3,CB3,CC6,CD3,CE9
24,191,CA2,CB1,CC4,CD3,CE6
24,192,CA5,CB2,CC4,CD3,CE7
24,193,CA4,CB2,CC5,CD5,CE8
24,194,CA6,CB2,CC2,CD5,CE1
24,195,CA7,CB2,CC6,CD1,CE3
24,196,CA1,CB3,CC2,CD3,CE9
24,197,CA2,CB2,CC2,CD5,CE9
24,198,CA1,CB2,CC2,CD2,CE9
24,199,CA2,CB2,CC2,CD3,CE6
24,200,CA2,CB2,CC5,CD5,CE7
24,201,CA1,CB2,CC7,CD2,CE9
24,202,CA1,CB2,CC5,CD3,CE1
24,203,CA1,CB1,CC4,CD5,CE8
24,204,CA4,CB1,CC6,CD3,CE8
24,205,CA2,CB2,CC6,CD3,CE7
24,206,CA8,CB1,CC1,CD3,CE3
24,207,CA1,CB1,CC7,CD6,CE2
24,208,CA4,CB2,CC4,CD6,CE8
24,209,CA5,CB3,CC7,CD2,CE8
24,210,CA7,CB2,CC2,CD3,CE9
24,211,CA8,CB3,CC2,CD3,CE7
24,212,CA8,CB2,CC2,CD3,CE6
24,213,CA8,CB2,CC6,CD2,CE3
24,214,CA6,CB2,CC7,CD6,CE4
24,215,CA4,CB1,CC7,CD2,CE9
24,216,CA2,CB2,CC4,CD2,CE7
24,217,CA8,CB2,CC6,CD3,CE6
24,218,CA6,CB3,CC4,CD5,CE8
24,219,CA3,CB2,CC2,CD5,CE9
24,220,CA6,CB3,CC2,CD6,CE9
24,221,CA8,CB3,CC6,CD3,CE7
24,222,CA4,CB1,CC2,CD5,CE7
24,223,CA8,CB2,CC2,CD5,CE3
24,224,CA5,CB2,CC2,CD3,CE8
24,225,CA8,CB2,CC4,CD1,CE8
24,226,CA4,CB2,CC4,CD3,CE3
24,227,CA3,CB2,CC6,CD3,CE3
24,228,CA2,CB1,CC6,CD5,CE6
24,229,CA4,CB3,CC4,CD2,CE6
24,230,CA5,CB3,CC2,CD2,CE9
24,231,CA7,CB2,CC2,CD3,CE8
24,232,CA1,CB3,CC3,CD3,CE6
24,233,CA6,CB2,CC2,CD2,CE9
24,234,CA7,CB2,CC2,CD5,CE9
24,235,CA6,CB2,CC7,CD6,CE7
24,236,CA6,CB3,CC5,CD5,CE7
24,237,CA7,CB1,CC3,CD3,CE7
24,238,CA8,CB2,CC2,CD3,CE8
24,239,CA1,CB2,CC6,CD3,CE3
24,240,CA6,CB2,CC7,CD5,CE9
24,241,CA1,CB2,CC4,CD6,CE9
24,242,CA2,CB2,CC7,CD3,CE8
24,243,CA1,CB2,CC1,CD3,CE9
24,244,CA1,CB2,CC2,CD5,CE8
24,245,CA1,CB3,CC3,CD3,CE6
24,246,CA4,CB2,CC2,CD5,CE7
24,247,CA1,CB2,CC7,CD3,CE6
24,248,CA7,CB2,CC6,CD5,CE7
24,249,CA8,CB3,CC7,CD5,CE9
24,250,CA3,CB2,CC6,CD6,CE9
24,251,CA3,CB2,CC6,CD6,CE9
24,252,CA4,CB3,CC2,CD3,CE3
24,253,CA4,CB2,CC6,CD3,CE6
24,254,CA8,CB2,CC3,CD3,CE4
24,255,CA2,CB3,CC5,CD5,CE9
24,256,CA1,CB1,CC7,CD2,CE9
24,257,CA1,CB2,CC4,CD5,CE7
24,258,CA1,CB1,CC2,CD5,CE2
24,259,CA8,CB3,CC4,CD3,CE9
24,260,CA3,CB2,CC5,CD2,CE3
24,261,CA4,CB2,CC4,CD3,CE9
24,262,CA5,CB1,CC4,CD3,CE6
24,263,CA4,CB1,CC2,CD6,CE7
24,264,CA1,CB1,CC6,CD1,CE8
24,265,CA6,CB2,CC2,CD3,CE3
24,266,CA5,CB2,CC3,CD6,CE4
24,267,CA2,CB2,CC2,CD3,CE9
24,268,CA7,CB3,CC2,CD3,CE6
24,269,CA7,CB2,CC6,CD3,CE8
24,270,CA2,CB2,CC4,CD2,CE7
24,271,CA1,CB2,CC4,CD1,CE7
24,272,CA7,CB2,CC7,CD5,CE8
24,273,CA5,CB2,CC6,CD2,CE8
24,274,CA2,CB2,CC2,CD5,CE6
24,275,CA2,CB2,CC4,CD2,CE9
24,276,CA1,CB2,CC7,CD6,CE8
24,277,CA3,CB2,CC7,CD6,CE8
24,278,CA2,CB1,CC2,CD5,CE6
24,279,CA2,CB2,CC2,CD5,CE9
24,280,CA4,CB2,CC2,CD3,CE9
24,281,CA6,CB3,CC7,CD3,CE8
24,282,CA1,CB2,CC4,CD5,CE6
24,283,CA6,CB2,CC6,CD3,CE4
24,284,CA8,CB3,CC4,CD3,CE9
24,285,CA3,CB2,CC5,CD5,CE7
24,286,CA2,CB2,CC6,CD1,CE6
24,287,CA1,CB3,CC2,CD5,CE1
24,288,CA4,CB3,CC2,CD2,CE7
24,289,CA6,CB3,CC5,CD3,CE3
24,290,CA1,CB2,CC6,CD5,CE2
24,291,CA7,CB3,CC1,CD1,CE3
24,292,CA6,CB2,CC5,CD5,CE6
24,293,CA4,CB1,CC2,CD3,CE9
24,294,CA2,CB2,CC4,CD3,CE9
24,295,CA4,CB2,CC7,CD5,CE7
24,296,CA4,CB2,CC7,CD6,CE6
24,297,CA1,CB3,CC3,CD6,CE8
24,298,CA3,CB2,CC7,CD3,CE7
24,299,CA1,CB3,CC7,CD6,CE8
24,300,CA1,CB2,CC6,CD3,CE7
24,301,CA6,CB1,CC2,CD3,CE9
24,302,CA6,CB3,CC7,CD5,CE6
24,303,CA7,CB2,CC3,CD5,CE6
24,304,CA3,CB3,CC3,CD6,CE9
24,305,CA6,CB3,CC2,CD6,CE9
24,306,CA6,CB2,CC2,CD6,CE9
24,307,CA1,CB2,CC2,CD3,CE3
24,308,CA6,CB1,CC5,CD2,CE9
24,309,CA5,CB2,CC6,CD6,CE9
24,310,CA2,CB2,CC2,CD3,CE3
24,311,CA4,CB3,CC7,CD6,CE3
24,312,CA1,CB3,CC4,CD6,CE9
24,313,CA2,CB2,CC2,CD3,CE8
24,314,CA8,CB3,CC2,CD2,CE6
24,315,CA8,CB2,CC7,CD2,CE7
24,316,CA7,CB2,CC2,CD6,CE4
24,317,CA1,CB2,CC2,CD3,CE9
24,318,CA7,CB2,CC2,CD4,CE9
24,319,CA2,CB2,CC4,CD2,CE9
24,320,CA4,CB1,CC6,CD3,CE3
24,321,CA6,CB2,CC5,CD5,CE3
24,322,CA4,CB2,CC6,CD6,CE9
24,323,CA1,CB2,CC4,CD3,CE2
24,324,CA8,CB2,CC6,CD2,CE7
24,325,CA1,CB1,CC6,CD1,CE9
24,326,CA2,CB2,CC2,CD5,CE9
24,327,CA4,CB2,CC5,CD2,CE2
24,328,CA8,CB2,CC1,CD2,CE6
24,329,CA4,CB3,CC4,CD5,CE8
24,330,CA2,CB1,CC5,CD3,CE9
24,331,CA7,CB2,CC4,CD2,CE7
24,332,CA6,CB2,CC6,CD6,CE6
24,333,CA7,CB3,CC4,CD3,CE3
24,334,CA2,CB3,CC5,CD5,CE8
24,335,CA3,CB2,CC6,CD6,CE3
24,336,CA5,CB1,CC2,CD5,CE9
24,337,CA5,CB1,CC7,CD3,CE3
24,338,CA2,CB2,CC7,CD5,CE3
24,339,CA7,CB2,CC5,CD5,CE8
24,340,CA1,CB3,CC3,CD2,CE9
24,341,CA7,CB2,CC3,CD6,CE7
24,342,CA5,CB3,CC7,CD5,CE8
24,343,CA8,CB2,CC2,CD5,CE8
24,344,CA4,CB2,CC7,CD3,CE6
24,345,CA1,CB2,CC3,CD3,CE9
24,346,CA6,CB2,CC5,CD2,CE7
24,347,CA1,CB2,CC2,CD3,CE7
24,348,CA1,CB3,CC2,CD3,CE3
24,349,CA8,CB3,CC6,CD6,CE9
24,350,CA6,CB2,CC7,CD5,CE9
24,351,CA6,CB2,CC5,CD2,CE2
24,352,CA3,CB2,CC7,CD3,CE1
24,353,CA5,CB2,CC1,CD3,CE9
24,354,CA4,CB2,CC2,CD5,CE9
24,355,CA4,CB2,CC6,CD5,CE3
24,356,CA2,CB3,CC4,CD6,CE7
24,357,CA5,CB1,CC3,CD3,CE1
24,358,CA1,CB3,CC2,CD3,CE2
24,359,CA6,CB2,CC7,CD5,CE3
24,360,CA6,CB3,CC4,CD2,CE3
24,361,CA7,CB2,CC1,CD5,CE9
24,362,CA1,CB1,CC4,CD3,CE6
24,363,CA5,CB3,CC4,CD3,CE9
24,364,CA2,CB2,CC3,CD6,CE9
24,365,CA2,CB2,CC6,CD6,CE8
24,366,CA2,CB2,CC2,CD6,CE9
24,367,CA4,CB2,CC7,CD5,CE3
24,368,CA3,CB2,CC4,CD2,CE6
24,369,CA4,CB2,CC2,CD5,CE9
24,370,CA1,CB3,CC2,CD3,CE8
24,371,CA8,CB2,CC6,CD5,CE9
24,372,CA6,CB1,CC3,CD3,CE6
24,373,CA1,CB2,CC5,CD3,CE6
24,374,CA8,CB2,CC5,CD3,CE8
24,375,CA2,CB2,CC5,CD3,CE9
24,376,CA2,CB2,CC3,CD5,CE3
24,377,CA5,CB2,CC2,CD3,CE7
24,378,CA1,CB2,CC2,CD1,CE6
24,379,CA7,CB2,CC7,CD3,CE8
24,380,CA1,CB2,CC2,CD5,CE7
24,381,CA2,CB2,CC6,CD2,CE8
24,382,CA3,CB2,CC2,CD2,CE9
24,383,CA3,CB2,CC4,CD3,CE3
24,384,CA6,CB2,CC2,CD3,CE9
24,385,CA1,CB3,CC5,CD3,CE3
24,386,CA8,CB1,CC1,CD6,CE3
24,387,CA1,CB2,CC2,CD3,CE9
24,388,CA6,CB2,CC1,CD2,CE8
24,389,CA8,CB3,CC6,CD1,CE7
24,390,CA7,CB2,CC7,CD3,CE3
24,391,CA7,CB2,CC4,CD3,CE3
24,392,CA3,CB2,CC6,CD3,CE6
24,393,CA6,CB3,CC3,CD5,CE5
24,394,CA1,CB3,CC2,CD3,CE9
24,395,CA6,CB3,CC2,CD3,CE3
24,396,CA6,CB3,CC2,CD3,CE3
24,397,CA6,CB3,CC2,CD3,CE8
24,398,CA7,CB3,CC2,CD3,CE3
24,399,CA5,CB1,CC5,CD4,CE5
24,400,CA8,CB2,CC7,CD2,CE9
24,401,CA5,CB3,CC6,CD3,CE6
24,402,CA2,CB2,CC2,CD6,CE9
24,403,CA1,CB2,CC5,CD3,CE2
24,404,CA7,CB2,CC2,CD2,CE6
24,405,CA1,CB2,CC2,CD6,CE3
24,406,CA7,CB2,CC4,CD3,CE9
24,407,CA6,CB2,CC2,CD3,CE8
24,408,CA4,CB2,CC2,CD3,CE7
24,409,CA4,CB2,CC2,CD5,CE4
24,410,CA1,CB2,CC6,CD3,CE6
24,411,CA2,CB2,CC6,CD6,CE9
24,412,CA6,CB3,CC4,CD2,CE6
24,413,CA8,CB2,CC3,CD5,CE6
24,414,CA2,CB2,CC7,CD6,CE8
24,415,CA1,CB3,CC6,CD2,CE7
24,416,CA1,CB2,CC4,CD3,CE9
24,417,CA2,CB2,CC3,CD2,CE6
24,418,CA1,CB3,CC6,CD6,CE6
24,419,CA2,CB2,CC2,CD2,CE9
24,420,CA3,CB2,CC6,CD5,CE3
24,421,CA6,CB2,CC6,CD6,CE6
24,422,CA7,CB2,CC7,CD1,CE3
24,423,CA4,CB2,CC6,CD3,CE3
24,424,CA3,CB2,CC7,CD1,CE3
24,425,CA4,CB3,CC2,CD2,CE9
24,426,CA6,CB2,CC4,CD6,CE8
24,427,CA1,CB2,CC5,CD2,CE6
24,428,CA3,CB2,CC3,CD2,CE2
24,429,CA5,CB2,CC7,CD5,CE8
24,430,CA8,CB2,CC2,CD3,CE6
24,431,CA1,CB2,CC7,CD3,CE9
24,432,CA8,CB2,CC2,CD3,CE7
24,433,CA2,CB2,CC6,CD2,CE7
24,434,CA4,CB2,CC4,CD3,CE6
24,435,CA1,CB1,CC2,CD6,CE9
24,436,CA7,CB2,CC2,CD5,CE6
24,437,CA7,CB2,CC6,CD6,CE6
24,438,CA8,CB2,CC5,CD6,CE6
24,439,CA6,CB1,CC7,CD3,CE6
24,440,CA8,CB1,CC2,CD6,CE7
24,441,CA7,CB2,CC6,CD3,CE7
24,442,CA4,CB2,CC7,CD2,CE3
24,443,CA8,CB2,CC7,CD3,CE9
24,444,CA3,CB2,CC3,CD3,CE9
24,445,CA4,CB2,CC3,CD5,CE6
24,446,CA7,CB2,CC7,CD2,CE6
24,447,CA6,CB3,CC7,CD3,CE2
24,448,CA3,CB1,CC4,CD6,CE9
24,449,CA8,CB3,CC7,CD5,CE7
24,450,CA1,CB2,CC2,CD6,CE9
24,451,CA8,CB2,CC4,CD5,CE8
24,452,CA2,CB2,CC2,CD1,CE6
24,453,CA8,CB2,CC6,CD3,CE6
24,454,CA1,CB2,CC6,CD5,CE8
24,455,CA1,CB2,CC2,CD6,CE9
24,456,CA2,CB3,CC2,CD6,CE7
24,457,CA1,CB1,CC4,CD2,CE8
24,458,CA3,CB2,CC6,CD2,CE9
24,459,CA6,CB1,CC6,CD5,CE2
24,460,CA1,CB2,CC6,CD3,CE2
24,461,CA6,CB2,CC2,CD2,CE6
24,462,CA4,CB2,CC6,CD2,CE3
24,463,CA6,CB2,CC4,CD5,CE6
24,464,CA4,CB2,CC2,CD3,CE6
24,465,CA5,CB3,CC3,CD3,CE8
24,466,CA2,CB2,CC2,CD2,CE9
24,467,CA7,CB1,CC5,CD3,CE8
24,468,CA6,CB2,CC1,CD5,CE6
24,469,CA2,CB3,CC4,CD3,CE8
24,470,CA2,CB2,CC2,CD2,CE3
24,471,CA2,CB1,CC6,CD3,CE6
24,472,CA1,CB3,CC6,CD3,CE6
24,473,CA5,CB2,CC4,CD2,CE6
24,474,CA2,CB2,CC3,CD3,CE9
24,475,CA4,CB2,CC4,CD2,CE9
24,476,CA1,CB2,CC4,CD6,CE3
24,477,CA6,CB3,CC6,CD3,CE8
24,478,CA1,CB2,CC2,CD2,CE6
24,479,CA7,CB2,CC5,CD2,CE9
24,480,CA4,CB3,CC7,CD5,CE8
24,481,CA1,CB2,CC2,CD1,CE6
24,482,CA5,CB3,CC5,CD5,CE8
24,483,CA8,CB2,CC6,CD1,CE6
24,484,CA5,CB2,CC6,CD5,CE9
24,485,CA6,CB2,CC5,CD1,CE8
24,486,CA7,CB1,CC7,CD1,CE7
24,487,CA1,CB2,CC2,CD6,CE7
24,488,CA7,CB2,CC4,CD5,CE8
24,489,CA1,CB3,CC6,CD5,CE9
24,490,CA1,CB2,CC4,CD3,CE9
24,491,CA1,CB2,CC2,CD3,CE6
24,492,CA8,CB3,CC2,CD6,CE4
24,493,CA5,CB2,CC2,CD5,CE8
24,494,CA1,CB2,CC1,CD3,CE6
24,495,CA8,CB3,CC7,CD2,CE9
24,496,CA8,CB3,CC4,CD3,CE7
24,497,CA8,CB3,CC4,CD2,CE6
24,498,CA4,CB2,CC3,CD3,CE9
24,499,CA3,CB1,CC2,CD6,CE9
24,500,CA6,CB2,CC2,CD3,CE8
24,501,CA3,CB2,CC7,CD5,CE3
24,502,CA5,CB2,CC6,CD3,CE2
24,503,CA1,CB3,CC5,CD3,CE3
24,504,CA2,CB3,CC2,CD3,CE9
24,505,CA8,CB2,CC3,CD6,CE6
24,506,CA1,CB2,CC7,CD1,CE2
24,507,CA5,CB1,CC4,CD5,CE8
24,508,CA2,CB1,CC7,CD5,CE6
24,509,CA8,CB3,CC5,CD6,CE9
24,510,CA5,CB2,CC6,CD2,CE9
24,511,CA8,CB2,CC6,CD3,CE8
24,512,CA5,CB2,CC2,CD3,CE9
24,513,CA3,CB2,CC6,CD6,CE9
24,514,CA1,CB2,CC6,CD6,CE6
24,515,CA1,CB1,CC4,CD3,CE6
24,516,CA4,CB2,CC6,CD3,CE8
24,517,CA6,CB3,CC2,CD3,CE9
24,518,CA2,CB2,CC3,CD3,CE9
24,519,CA3,CB2,CC7,CD3,CE9
24,520,CA4,CB3,CC6,CD3,CE8
24,521,CA4,CB2,CC5,CD6,CE7
24,522,CA6,CB2,CC5,CD3,CE7
24,523,CA5,CB1,CC2,CD3,CE9
24,524,CA5,CB2,CC2,CD2,CE6
24,525,CA2,CB1,CC3,CD6,CE9
24,526,CA7,CB1,CC7,CD3,CE9
24,527,CA8,CB2,CC1,CD6,CE7
24,528,CA7,CB2,CC4,CD5,CE9
24,529,CA1,CB1,CC2,CD5,CE8
24,530,CA8,CB2,CC7,CD6,CE9
24,531,CA6,CB1,CC3,CD3,CE7
24,532,CA1,CB2,CC7,CD6,CE8
24,533,CA8,CB2,CC7,CD2,CE6
24,534,CA6,CB2,CC3,CD3,CE6
24,535,CA1,CB2,CC2,CD2,CE3
24,536,CA2,CB2,CC2,CD6,CE7
24,537,CA5,CB3,CC2,CD3,CE6
24,538,CA8,CB3,CC5,CD3,CE9
24,539,CA1,CB3,CC3,CD3,CE8
24,540,CA4,CB2,CC4,CD2,CE9
24,541,CA1,CB2,CC1,CD3,CE6
24,542,CA4,CB2,CC7,CD1,CE9
24,543,CA1,CB2,CC2,CD2,CE7
24,544,CA7,CB2,CC2,CD6,CE8
24,545,CA3,CB2,CC6,CD3,CE9
24,546,CA7,CB2,CC1,CD5,CE9
24,547,CA1,CB2,CC2,CD5,CE8
24,548,CA8,CB2,CC6,CD5,CE9
24,549,CA5,CB2,CC4,CD3,CE8
24,550,CA2,CB2,CC7,CD1,CE6
24,551,CA7,CB2,CC6,CD5,CE3
24,552,CA6,CB2,CC2,CD5,CE7
24,553,CA2,CB2,CC3,CD3,CE9
24,554,CA6,CB2,CC4,CD6,CE9
24,555,CA6,CB3,CC5,CD2,CE8
24,556,CA8,CB3,CC6,CD2,CE9
24,557,CA6,CB3,CC7,CD3,CE6
24,558,CA6,CB2,CC5,CD6,CE8
24,559,CA3,CB2,CC4,CD6,CE8
24,560,CA7,CB2,CC4,CD6,CE6
24,561,CA1,CB3,CC6,CD5,CE9
24,562,CA1,CB2,CC5,CD3,CE8
24,563,CA2,CB2,CC5,CD1,CE6
24,564,CA6,CB2,CC4,CD5,CE8
24,565,CA2,CB2,CC7,CD3,CE8
24,566,CA1,CB3,CC4,CD5,CE9
24,567,CA6,CB2,CC2,CD3,CE8
24,568,CA2,CB2,CC7,CD3,CE6
24,569,CA6,CB3,CC5,CD1,CE9
24,570,CA4,CB2,CC7,CD1,CE7
24,571,CA8,CB2,CC7,CD2,CE8
24,572,CA1,CB3,CC7,CD3,CE2
24,573,CA6,CB2,CC4,CD5,CE9
24,574,CA4,CB2,CC7,CD3,CE3
24,575,CA6,CB2,CC2,CD5,CE9
